init,member,verifying,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
2006-jul30,ens1,200608,0.43079,-0.54369,-0.26714,-0.43253,-1.35513,-0.92814,0.54076,0.32335,-1.03337,-0.56249
2006-aug14,ens1,200609,-2.01094,-0.44021,0.26980,0.48458,-1.99730,-1.27169,-0.10240,-2.23227,-0.56946,-0.27775
2006-aug19,ens1,200609,0.18002,0.44385,0.51643,0.53830,-0.62447,0.40761,0.40072,-1.14961,1.32522,0.36027
2006-aug24,ens1,200609,0.49059,0.53584,0.01281,0.37395,-0.69765,-0.20513,0.84251,-1.37203,0.51884,1.37244
2006-aug29,ens1,200609,0.14058,1.49593,-0.34504,0.22641,0.02260,0.73293,0.67312,1.80342,-0.01374,-0.56451
2007-jun15,ens1,200707,1.14069,-0.32347,-0.21187,-0.73088,1.00473,-0.05495,-0.16468,-0.68580,-0.48042,-0.12949
2007-jun20,ens1,200707,0.02055,-0.23897,0.26010,0.48940,0.08716,0.57421,0.00592,-0.12568,0.20113,0.45706
2007-jun25,ens1,200707,0.43424,0.30234,-0.40269,0.54372,0.11524,-0.02172,0.82118,-0.75598,-0.56874,0.36652
2007-jun30,ens1,200707,0.16558,0.21575,0.43962,-0.65203,-0.27140,0.42378,-0.51468,0.73461,-0.74540,0.20303
2007-jul15,ens1,200708,0.69375,-0.12571,-0.98386,-1.28371,1.46875,0.36299,-0.47536,0.07594,0.26597,0.02533
